pred_endpoint_to_source_cosine	pred_endpoint_to_target_cosine	source_to_target_cosine	pred_delta_to_true_delta_cosine	cell_line_id	perturbation_id	batch_id
0.9050241529038525	0.9327912875315307	0.9485306419000711	0.5669516425568013	2	2	0
0.9788906295979962	0.7405093481806397	0.793357010949335	-0.15834738839105006	1	2	2
0.966962660458107	0.9608882273806193	0.9283895824606451	0.6804524665473323	0	2	0
0.9698509343919396	0.9153191750746403	0.8763274276632934	0.5909579160026315	0	8	1
0.8966408409598666	0.7948207916665335	0.8945377207835924	0.03462162787515291	1	2	1
0.9811429810347989	0.6678684655303949	0.711794408546212	-0.07902494283721992	1	2	0
0.9739448594168331	0.9799638552264223	0.9715458756438269	0.634801533897045	2	1	1
0.975585390853148	0.9315340818259101	0.9506791867982525	0.10144412299008725	0	8	0
0.8904357542963877	0.934015535633142	0.8467711852919128	0.7662306048723709	2	4	2
0.9584811944342155	0.9742264599555231	0.9351566137867712	0.7736035514193292	0	3	2
0.9750389194619806	0.9239854627946119	0.9614354798470826	-0.13977527622376887	1	1	2
0.9859373683410003	0.9622650241084819	0.9335423341349891	0.6964878033279317	1	4	0
0.9526965113726209	0.9568351607070229	0.9371434421956534	0.6180847863169019	2	1	2
0.9170012933712104	0.8575843504909897	0.6835978300657952	0.8260352353796376	1	1	1
0.9752881970810083	0.9291169226453212	0.8838456793329823	0.6746578322800532	2	4	1
0.9805561527522964	0.97799599948742	0.9589994303107068	0.6849099619851234	0	4	0
0.9767234754591948	0.8815372491368738	0.8317844198679208	0.6173436382282305	0	3	1
0.983825409389995	0.8843661522395686	0.9150780694949804	-0.11313305218689856	1	3	2
0.9351635217133977	0.8828306573534535	0.9190477299623117	0.21944919623407486	0	1	2
0.967833598605795	0.9696798168099934	0.930723179260032	0.7371947096787357	0	4	1
0.9720046622934467	0.9663747382057403	0.9299967442987556	0.7285745842892016	0	3	0
0.9792042415184952	0.9609177621961676	0.951853397128503	0.4718550522082082	1	1	0
0.9627016501890558	0.965257076386296	0.9697274810444942	0.4865109630814798	0	1	1
0.9590664116929	0.8964642580937722	0.8632474423791898	0.5216022072880888	2	3	0
0.9722602495186242	0.9668418439757633	0.943251926077743	0.6486062830698098	1	3	0
0.9813141980085863	0.9557643683051684	0.9523702259681952	0.37788739814431377	0	1	0
0.9569439170827664	0.9114993216376026	0.9452895888900988	0.13597707911918264	2	1	0
0.9855133582080396	0.9624622404623477	0.9186351359370477	0.8464677342638188	1	3	1
0.9202152591660495	0.9356906997835676	0.7929426886660639	0.8780932855874732	2	3	2
0.978395281849693	0.9474872021018721	0.9779017770766062	-0.1511711315653258	1	4	2
0.9735039584969994	0.9124824794591152	0.8300171107484332	0.805032254025403	2	3	1
0.9131255825724487	0.8953891635929875	0.7274764238440427	0.8509944402041091	1	4	1
0.9754874179118371	0.9738443334075253	0.9715458756438269	0.511332449848999	2	1	1
0.9759880448787825	0.936052810278269	0.9127339103146778	0.5368054820765127	0	4	2
0.9590663855342214	0.927835978715754	0.955115917889696	0.17928270493160609	2	4	0
0.9572476786443123	0.9762414841744959	0.9351566137867712	0.7961174608923092	0	3	2
0.9790236347828141	0.9380900289142599	0.9614354798470826	0.013269224907483959	1	1	2
0.9389709748318938	0.9618669941324426	0.9371434421956534	0.689645541456845	2	1	2
0.9269961107116912	0.8877846481256	0.7832702213034162	0.7277132187103882	2	5	1
0.8918926980294941	0.922642585659179	0.8920544232483175	0.6471560811413641	2	5	2
0.8928569359965275	0.8959046006534046	0.6835978300657952	0.8907543314808266	1	1	1
0.9885240794474532	0.9614409337486047	0.9392625569283526	0.6493787542371414	2	5	0
0.9814385294586065	0.8843214451618654	0.8317844198679208	0.6759562784555418	0	3	1
0.9800914657042653	0.8841762595305849	0.9150780694949804	-0.07473363127965459	1	3	2
0.9340012514319099	0.8922932360532841	0.9190477299623117	0.2859791057210509	0	1	2
0.961954092879351	0.9782335221529168	0.9299967442987556	0.8374594014107771	0	3	0
0.9788386453606768	0.9288575919740291	0.9199098571489599	0.3995159256098012	1	5	0
0.9775575082260295	0.9634006043338963	0.951853397128503	0.5066167219857725	1	1	0
0.9660705499310451	0.9699613344956408	0.9697274810444942	0.5354344012210086	0	1	1
0.9323081632948209	0.981765245476905	0.9053143746346588	0.8952002232602203	0	5	0
0.9810124162106847	0.9112541936771631	0.8632474423791898	0.6847922450791198	2	3	0
0.9738603753918534	0.9726061231142044	0.943251926077743	0.7166737694887462	1	3	0
0.9740660553598511	0.9599493324986904	0.9523702259681952	0.48527162396977064	0	1	0
0.9699114990933326	0.9239812781789353	0.9452895888900988	0.15587716996397208	2	1	0
0.9776236227176905	0.9587129342697944	0.9186351359370477	0.7346908022575196	1	3	1
0.8975740489770282	0.9663937998661116	0.7929426886660639	0.9528137223824836	2	3	2
0.9051445556536811	0.9273021310323653	0.9368174555347046	0.554337617698387	0	5	1
0.9581330138269806	0.9260717293375157	0.8300171107484332	0.8227686058398896	2	3	1
0.9854412887949175	0.9498709796348448	0.9634279248312718	0.08457797804943835	0	5	2
0.9251444525127318	0.9505001092902946	0.9460273134144239	0.6179236619505799	1	5	1
