perturbation,dose,time,cell_line,perturbation_type,target_gene,moa,condition_key_coarse,condition_key_medium,condition_key_fine,condition_key_with_type,bio_key,condition_id,condition_key,batch,plate,run,well,site,z_plane,imaging_channel,sequencing_lane,library_id
BRD-K05236810,10uM,24h,A549,compound,NA,Glucosidase inhibitor,BRD-K05236810,BRD-K05236810|10uM|24h,BRD-K05236810|10uM|24h|A549,BRD-K05236810|compound|10uM|24h|A549,BRD-K05236810|10uM,BRD-K05236810|10uM,BRD-K05236810|10uM,SQ00015195,SQ00015195,NA,E07,profile,NA,NA,NA,NA
BRD-K05674516,10uM,24h,A549,compound,NA,RNA polymerase inhibitor,BRD-K05674516,BRD-K05674516|10uM|24h,BRD-K05674516|10uM|24h|A549,BRD-K05674516|compound|10uM|24h|A549,BRD-K05674516|10uM,BRD-K05674516|10uM,BRD-K05674516|10uM,SQ00015195,SQ00015195,NA,G07,profile,NA,NA,NA,NA
BRD-K06762493,10uM,24h,A549,compound,NA,Phosphodiesterase inhibitor,BRD-K06762493,BRD-K06762493|10uM|24h,BRD-K06762493|10uM|24h|A549,BRD-K06762493|compound|10uM|24h|A549,BRD-K06762493|10uM,BRD-K06762493|10uM,BRD-K06762493|10uM,SQ00015195,SQ00015195,NA,I19,profile,NA,NA,NA,NA
BRD-K07106112,10uM,24h,A549,compound,NA,NA,BRD-K07106112,BRD-K07106112|10uM|24h,BRD-K07106112|10uM|24h|A549,BRD-K07106112|compound|10uM|24h|A549,BRD-K07106112|10uM,BRD-K07106112|10uM,BRD-K07106112|10uM,SQ00015195,SQ00015195,NA,K19,profile,NA,NA,NA,NA
BRD-K07160047,10uM,24h,A549,compound,NA,DNA synthesis inhibitor,BRD-K07160047,BRD-K07160047|10uM|24h,BRD-K07160047|10uM|24h|A549,BRD-K07160047|compound|10uM|24h|A549,BRD-K07160047|10uM,BRD-K07160047|10uM,BRD-K07160047|10uM,SQ00015195,SQ00015195,NA,L19,profile,NA,NA,NA,NA
BRD-K07208025,10uM,24h,A549,compound,NA,Dihydrofolate reductase inhibitor,BRD-K07208025,BRD-K07208025|10uM|24h,BRD-K07208025|10uM|24h|A549,BRD-K07208025|compound|10uM|24h|A549,BRD-K07208025|10uM,BRD-K07208025|10uM,BRD-K07208025|10uM,SQ00015195,SQ00015195,NA,M01,profile,NA,NA,NA,NA
BRD-K07572174,10uM,24h,A549,compound,NA,Cyclooxygenase inhibitor|Histone acetyltransferase inhibitor|Lipoxygenase inhibitor|NFkB pathway inhibitor,BRD-K07572174,BRD-K07572174|10uM|24h,BRD-K07572174|10uM|24h|A549,BRD-K07572174|compound|10uM|24h|A549,BRD-K07572174|10uM,BRD-K07572174|10uM,BRD-K07572174|10uM,SQ00015138,SQ00015138,NA,N13,profile,NA,NA,NA,NA
BRD-K07609981,10uM,24h,A549,compound,NA,CCK receptor antagonist,BRD-K07609981,BRD-K07609981|10uM|24h,BRD-K07609981|10uM|24h|A549,BRD-K07609981|compound|10uM|24h|A549,BRD-K07609981|10uM,BRD-K07609981|10uM,BRD-K07609981|10uM,SQ00015195,SQ00015195,NA,P01,profile,NA,NA,NA,NA
BRD-K07753030,10uM,24h,A549,compound,NA,Polarization inhibitor,BRD-K07753030,BRD-K07753030|10uM|24h,BRD-K07753030|10uM|24h|A549,BRD-K07753030|compound|10uM|24h|A549,BRD-K07753030|10uM,BRD-K07753030|10uM,BRD-K07753030|10uM,SQ00015195,SQ00015195,NA,O13,profile,NA,NA,NA,NA
BRD-K08252256,10uM,24h,A549,compound,NA,Cyclooxygenase inhibitor,BRD-K08252256,BRD-K08252256|10uM|24h,BRD-K08252256|10uM|24h|A549,BRD-K08252256|compound|10uM|24h|A549,BRD-K08252256|10uM,BRD-K08252256|10uM,BRD-K08252256|10uM,SQ00015129,SQ00015129,NA,C07,profile,NA,NA,NA,NA
BRD-K08924299,10uM,24h,A549,compound,NA,Serotonin receptor antagonist,BRD-K08924299,BRD-K08924299|10uM|24h,BRD-K08924299|10uM|24h|A549,BRD-K08924299|compound|10uM|24h|A549,BRD-K08924299|10uM,BRD-K08924299|10uM,BRD-K08924299|10uM,SQ00015129,SQ00015129,NA,E13,profile,NA,NA,NA,NA
BRD-K10843433,10uM,24h,A549,compound,NA,Cyclooxygenase inhibitor|Prostanoid receptor antagonist,BRD-K10843433,BRD-K10843433|10uM|24h,BRD-K10843433|10uM|24h|A549,BRD-K10843433|compound|10uM|24h|A549,BRD-K10843433|10uM,BRD-K10843433|10uM,BRD-K10843433|10uM,SQ00015129,SQ00015129,NA,K13,profile,NA,NA,NA,NA
BRD-K11129031,10uM,24h,A549,compound,NA,Lipoprotein lipase activator,BRD-K11129031,BRD-K11129031|10uM|24h,BRD-K11129031|10uM|24h|A549,BRD-K11129031|compound|10uM|24h|A549,BRD-K11129031|10uM,BRD-K11129031|10uM,BRD-K11129031|10uM,SQ00015129,SQ00015129,NA,M19,profile,NA,NA,NA,NA
BRD-K11153516,10uM,24h,A549,compound,NA,PARP inhibitor,BRD-K11153516,BRD-K11153516|10uM|24h,BRD-K11153516|10uM|24h|A549,BRD-K11153516|compound|10uM|24h|A549,BRD-K11153516|10uM,BRD-K11153516|10uM,BRD-K11153516|10uM,SQ00015129,SQ00015129,NA,P01,profile,NA,NA,NA,NA
BRD-K11973162,10uM,24h,A549,compound,NA,Thymidine phosphorylase inhibitor,BRD-K11973162,BRD-K11973162|10uM|24h,BRD-K11973162|10uM|24h|A549,BRD-K11973162|compound|10uM|24h|A549,BRD-K11973162|10uM,BRD-K11973162|10uM,BRD-K11973162|10uM,SQ00015194,SQ00015194,NA,A07,profile,NA,NA,NA,NA
BRD-K12609457,10uM,24h,A549,compound,NA,Membrane permeability inhibitor,BRD-K12609457,BRD-K12609457|10uM|24h,BRD-K12609457|10uM|24h|A549,BRD-K12609457|compound|10uM|24h|A549,BRD-K12609457|10uM,BRD-K12609457|10uM,BRD-K12609457|10uM,SQ00015194,SQ00015194,NA,C07,profile,NA,NA,NA,NA
BRD-K12787259,10uM,24h,A549,compound,NA,NA,BRD-K12787259,BRD-K12787259|10uM|24h,BRD-K12787259|10uM|24h|A549,BRD-K12787259|compound|10uM|24h|A549,BRD-K12787259|10uM,BRD-K12787259|10uM,BRD-K12787259|10uM,SQ00015194,SQ00015194,NA,D13,profile,NA,NA,NA,NA
BRD-K12994359,10uM,24h,A549,compound,NA,Cyclooxygenase inhibitor,BRD-K12994359,BRD-K12994359|10uM|24h,BRD-K12994359|10uM|24h|A549,BRD-K12994359|compound|10uM|24h|A549,BRD-K12994359|10uM,BRD-K12994359|10uM,BRD-K12994359|10uM,SQ00015194,SQ00015194,NA,F13,profile,NA,NA,NA,NA
BRD-K13390322,10uM,24h,A549,compound,NA,CDK inhibitor|Cell cycle inhibitor,BRD-K13390322,BRD-K13390322|10uM|24h,BRD-K13390322|10uM|24h|A549,BRD-K13390322|compound|10uM|24h|A549,BRD-K13390322|10uM,BRD-K13390322|10uM,BRD-K13390322|10uM,SQ00015194,SQ00015194,NA,H19,profile,NA,NA,NA,NA
BRD-K13926615,10uM,24h,A549,compound,NA,Phosphodiesterase inhibitor,BRD-K13926615,BRD-K13926615|10uM|24h,BRD-K13926615|10uM|24h|A549,BRD-K13926615|compound|10uM|24h|A549,BRD-K13926615|10uM,BRD-K13926615|10uM,BRD-K13926615|10uM,SQ00015194,SQ00015194,NA,I13,profile,NA,NA,NA,NA
BRD-K14175878,10uM,24h,A549,compound,NA,NA,BRD-K14175878,BRD-K14175878|10uM|24h,BRD-K14175878|10uM|24h|A549,BRD-K14175878|compound|10uM|24h|A549,BRD-K14175878|10uM,BRD-K14175878|10uM,BRD-K14175878|10uM,SQ00015194,SQ00015194,NA,I19,profile,NA,NA,NA,NA
BRD-K14529030,10uM,24h,A549,compound,NA,STAT inhibitor,BRD-K14529030,BRD-K14529030|10uM|24h,BRD-K14529030|10uM|24h|A549,BRD-K14529030|compound|10uM|24h|A549,BRD-K14529030|10uM,BRD-K14529030|10uM,BRD-K14529030|10uM,SQ00015194,SQ00015194,NA,K01,profile,NA,NA,NA,NA
BRD-K15976406,10uM,24h,A549,compound,NA,DNA polymerase inhibitor,BRD-K15976406,BRD-K15976406|10uM|24h,BRD-K15976406|10uM|24h|A549,BRD-K15976406|compound|10uM|24h|A549,BRD-K15976406|10uM,BRD-K15976406|10uM,BRD-K15976406|10uM,SQ00015120,SQ00015120,NA,D01,profile,NA,NA,NA,NA
BRD-K16133773,10uM,24h,A549,compound,NA,"17,20 lyase inhibitor|Cytochrome P450 inhibitor|Steroid sulfatase inhibitor|Androgen biosynthesis inhibitor",BRD-K16133773,BRD-K16133773|10uM|24h,BRD-K16133773|10uM|24h|A549,BRD-K16133773|compound|10uM|24h|A549,BRD-K16133773|10uM,BRD-K16133773|10uM,BRD-K16133773|10uM,SQ00015120,SQ00015120,NA,C13,profile,NA,NA,NA,NA
BRD-K16195444,10uM,24h,A549,compound,NA,Adrenergic receptor agonist,BRD-K16195444,BRD-K16195444|10uM|24h,BRD-K16195444|10uM|24h|A549,BRD-K16195444|compound|10uM|24h|A549,BRD-K16195444|10uM,BRD-K16195444|10uM,BRD-K16195444|10uM,SQ00015120,SQ00015120,NA,D13,profile,NA,NA,NA,NA
BRD-K16295392,10uM,24h,A549,compound,NA,Endothelin receptor antagonist,BRD-K16295392,BRD-K16295392|10uM|24h,BRD-K16295392|10uM|24h|A549,BRD-K16295392|compound|10uM|24h|A549,BRD-K16295392|10uM,BRD-K16295392|10uM,BRD-K16295392|10uM,SQ00015120,SQ00015120,NA,D19,profile,NA,NA,NA,NA
BRD-K16730910,10uM,24h,A549,compound,NA,FGFR inhibitor|KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor|RAF inhibitor|RET tyrosine kinase inhibitor|VEGFR inhibitor,BRD-K16730910,BRD-K16730910|10uM|24h,BRD-K16730910|10uM|24h|A549,BRD-K16730910|compound|10uM|24h|A549,BRD-K16730910|10uM,BRD-K16730910|10uM,BRD-K16730910|10uM,SQ00015120,SQ00015120,NA,F19,profile,NA,NA,NA,NA
BRD-K16761703,10uM,24h,A549,compound,NA,PKC inhibitor,BRD-K16761703,BRD-K16761703|10uM|24h,BRD-K16761703|10uM|24h|A549,BRD-K16761703|compound|10uM|24h|A549,BRD-K16761703|10uM,BRD-K16761703|10uM,BRD-K16761703|10uM,SQ00015120,SQ00015120,NA,G07,profile,NA,NA,NA,NA
BRD-K16803204,10uM,24h,A549,compound,NA,JAK inhibitor,BRD-K16803204,BRD-K16803204|10uM|24h,BRD-K16803204|10uM|24h|A549,BRD-K16803204|compound|10uM|24h|A549,BRD-K16803204|10uM,BRD-K16803204|10uM,BRD-K16803204|10uM,SQ00015120,SQ00015120,NA,H13,profile,NA,NA,NA,NA
BRD-K17561142,10uM,24h,A549,compound,NA,Potassium channel blocker,BRD-K17561142,BRD-K17561142|10uM|24h,BRD-K17561142|10uM|24h|A549,BRD-K17561142|compound|10uM|24h|A549,BRD-K17561142|10uM,BRD-K17561142|10uM,BRD-K17561142|10uM,SQ00015120,SQ00015120,NA,K13,profile,NA,NA,NA,NA
BRD-K17894950,10uM,24h,A549,compound,NA,CDK inhibitor|Glycogen synthase kinase inhibitor,BRD-K17894950,BRD-K17894950|10uM|24h,BRD-K17894950|10uM|24h|A549,BRD-K17894950|compound|10uM|24h|A549,BRD-K17894950|10uM,BRD-K17894950|10uM,BRD-K17894950|10uM,SQ00015120,SQ00015120,NA,M07,profile,NA,NA,NA,NA
BRD-K17930269,10uM,24h,A549,compound,NA,Protein synthesis inhibitor,BRD-K17930269,BRD-K17930269|10uM|24h,BRD-K17930269|10uM|24h|A549,BRD-K17930269|compound|10uM|24h|A549,BRD-K17930269|10uM,BRD-K17930269|10uM,BRD-K17930269|10uM,SQ00015120,SQ00015120,NA,N07,profile,NA,NA,NA,NA
BRD-K19352500,10uM,24h,A549,compound,NA,Dopamine receptor antagonist,BRD-K19352500,BRD-K19352500|10uM|24h,BRD-K19352500|10uM|24h|A549,BRD-K19352500|compound|10uM|24h|A549,BRD-K19352500|10uM,BRD-K19352500|10uM,BRD-K19352500|10uM,SQ00015128,SQ00015128,NA,C01,profile,NA,NA,NA,NA
BRD-K19939891,10uM,24h,A549,compound,NA,AKT inhibitor|TRAIL modulator,BRD-K19939891,BRD-K19939891|10uM|24h,BRD-K19939891|10uM|24h|A549,BRD-K19939891|compound|10uM|24h|A549,BRD-K19939891|10uM,BRD-K19939891|10uM,BRD-K19939891|10uM,SQ00015128,SQ00015128,NA,K13,profile,NA,NA,NA,NA
BRD-K20285085,10uM,24h,A549,compound,NA,SYK inhibitor,BRD-K20285085,BRD-K20285085|10uM|24h,BRD-K20285085|10uM|24h|A549,BRD-K20285085|compound|10uM|24h|A549,BRD-K20285085|10uM,BRD-K20285085|10uM,BRD-K20285085|10uM,SQ00015128,SQ00015128,NA,D19,profile,NA,NA,NA,NA
BRD-K20920669,10uM,24h,A549,compound,NA,Immunosuppressant,BRD-K20920669,BRD-K20920669|10uM|24h,BRD-K20920669|10uM|24h|A549,BRD-K20920669|compound|10uM|24h|A549,BRD-K20920669|10uM,BRD-K20920669|10uM,BRD-K20920669|10uM,SQ00015128,SQ00015128,NA,L13,profile,NA,NA,NA,NA
BRD-K22024824,10uM,24h,A549,compound,NA,Gamma secretase inhibitor,BRD-K22024824,BRD-K22024824|10uM|24h,BRD-K22024824|10uM|24h|A549,BRD-K22024824|compound|10uM|24h|A549,BRD-K22024824|10uM,BRD-K22024824|10uM,BRD-K22024824|10uM,SQ00015128,SQ00015128,NA,H01,profile,NA,NA,NA,NA
BRD-K22822991,10uM,24h,A549,compound,NA,Cathepsin inhibitor,BRD-K22822991,BRD-K22822991|10uM|24h,BRD-K22822991|10uM|24h|A549,BRD-K22822991|compound|10uM|24h|A549,BRD-K22822991|10uM,BRD-K22822991|10uM,BRD-K22822991|10uM,SQ00015128,SQ00015128,NA,H19,profile,NA,NA,NA,NA
BRD-K23248433,10uM,24h,A549,compound,NA,Motilin receptor agonist,BRD-K23248433,BRD-K23248433|10uM|24h,BRD-K23248433|10uM|24h|A549,BRD-K23248433|compound|10uM|24h|A549,BRD-K23248433|10uM,BRD-K23248433|10uM,BRD-K23248433|10uM,SQ00015128,SQ00015128,NA,M07,profile,NA,NA,NA,NA
BRD-K24723746,10uM,24h,A549,compound,NA,Acetylcholine receptor antagonist,BRD-K24723746,BRD-K24723746|10uM|24h,BRD-K24723746|10uM|24h|A549,BRD-K24723746|compound|10uM|24h|A549,BRD-K24723746|10uM,BRD-K24723746|10uM,BRD-K24723746|10uM,SQ00015128,SQ00015128,NA,L01,profile,NA,NA,NA,NA
BRD-K25433859,10uM,24h,A549,compound,NA,Norepinephrine reputake inhibitor|Tricyclic antidepressant,BRD-K25433859,BRD-K25433859|10uM|24h,BRD-K25433859|10uM|24h|A549,BRD-K25433859|compound|10uM|24h|A549,BRD-K25433859|10uM,BRD-K25433859|10uM,BRD-K25433859|10uM,SQ00015128,SQ00015128,NA,N19,profile,NA,NA,NA,NA
BRD-K26325692,10uM,24h,A549,compound,NA,NA,BRD-K26325692,BRD-K26325692|10uM|24h,BRD-K26325692|10uM|24h|A549,BRD-K26325692|compound|10uM|24h|A549,BRD-K26325692|10uM,BRD-K26325692|10uM,BRD-K26325692|10uM,SQ00015109,SQ00015109,NA,H13,profile,NA,NA,NA,NA
BRD-K26657438,10uM,24h,A549,compound,NA,Interferon inducer|TLR agonist,BRD-K26657438,BRD-K26657438|10uM|24h,BRD-K26657438|10uM|24h|A549,BRD-K26657438|compound|10uM|24h|A549,BRD-K26657438|10uM,BRD-K26657438|10uM,BRD-K26657438|10uM,SQ00015116,SQ00015116,NA,E07,profile,NA,NA,NA,NA
BRD-K27184429,10uM,24h,A549,compound,NA,Histamine receptor antagonist,BRD-K27184429,BRD-K27184429|10uM|24h,BRD-K27184429|10uM|24h|A549,BRD-K27184429|compound|10uM|24h|A549,BRD-K27184429|10uM,BRD-K27184429|10uM,BRD-K27184429|10uM,SQ00015128,SQ00015128,NA,O19,profile,NA,NA,NA,NA
BRD-K27955832,10uM,24h,A549,compound,NA,O6-alkylguanine-DNA alkyltransferase inhibitor,BRD-K27955832,BRD-K27955832|10uM|24h,BRD-K27955832|10uM|24h|A549,BRD-K27955832|compound|10uM|24h|A549,BRD-K27955832|10uM,BRD-K27955832|10uM,BRD-K27955832|10uM,SQ00015116,SQ00015116,NA,H07,profile,NA,NA,NA,NA
BRD-K28217197,10uM,24h,A549,compound,NA,GABA receptor modulator,BRD-K28217197,BRD-K28217197|10uM|24h,BRD-K28217197|10uM|24h|A549,BRD-K28217197|compound|10uM|24h|A549,BRD-K28217197|10uM,BRD-K28217197|10uM,BRD-K28217197|10uM,SQ00015116,SQ00015116,NA,H19,profile,NA,NA,NA,NA
BRD-K28428262,10uM,24h,A549,compound,NA,FGFR inhibitor|VEGFR inhibitor,BRD-K28428262,BRD-K28428262|10uM|24h,BRD-K28428262|10uM|24h|A549,BRD-K28428262|compound|10uM|24h|A549,BRD-K28428262|10uM,BRD-K28428262|10uM,BRD-K28428262|10uM,SQ00015109,SQ00015109,NA,C01,profile,NA,NA,NA,NA
BRD-K28470988,10uM,24h,A549,compound,NA,Inositol monophosphatase inhibitor,BRD-K28470988,BRD-K28470988|10uM|24h,BRD-K28470988|10uM|24h|A549,BRD-K28470988|compound|10uM|24h|A549,BRD-K28470988|10uM,BRD-K28470988|10uM,BRD-K28470988|10uM,SQ00015109,SQ00015109,NA,O19,profile,NA,NA,NA,NA
BRD-K28761891,10uM,24h,A549,compound,NA,Melatonin receptor agonist,BRD-K28761891,BRD-K28761891|10uM|24h,BRD-K28761891|10uM|24h|A549,BRD-K28761891|compound|10uM|24h|A549,BRD-K28761891|10uM,BRD-K28761891|10uM,BRD-K28761891|10uM,SQ00015116,SQ00015116,NA,I19,profile,NA,NA,NA,NA
BRD-K28971625,10uM,24h,A549,compound,NA,NA,BRD-K28971625,BRD-K28971625|10uM|24h,BRD-K28971625|10uM|24h|A549,BRD-K28971625|compound|10uM|24h|A549,BRD-K28971625|10uM,BRD-K28971625|10uM,BRD-K28971625|10uM,SQ00015116,SQ00015116,NA,K01,profile,NA,NA,NA,NA
BRD-K29133151,10uM,24h,A549,compound,NA,NA,BRD-K29133151,BRD-K29133151|10uM|24h,BRD-K29133151|10uM|24h|A549,BRD-K29133151|compound|10uM|24h|A549,BRD-K29133151|10uM,BRD-K29133151|10uM,BRD-K29133151|10uM,SQ00015109,SQ00015109,NA,J01,profile,NA,NA,NA,NA
BRD-K29359156,10uM,24h,A549,compound,NA,Cyclooxygenase inhibitor|Glutathione peroxidase agonist|H+/K+-ATPase inhibitor|Nitric oxide synthase inhibitor,BRD-K29359156,BRD-K29359156|10uM|24h,BRD-K29359156|10uM|24h|A549,BRD-K29359156|compound|10uM|24h|A549,BRD-K29359156|10uM,BRD-K29359156|10uM,BRD-K29359156|10uM,SQ00015116,SQ00015116,NA,L19,profile,NA,NA,NA,NA
BRD-K29968218,10uM,24h,A549,compound,NA,NA,BRD-K29968218,BRD-K29968218|10uM|24h,BRD-K29968218|10uM|24h|A549,BRD-K29968218|compound|10uM|24h|A549,BRD-K29968218|10uM,BRD-K29968218|10uM,BRD-K29968218|10uM,SQ00015109,SQ00015109,NA,F19,profile,NA,NA,NA,NA
BRD-K31092604,10uM,24h,A549,compound,NA,Serotonin receptor agonist,BRD-K31092604,BRD-K31092604|10uM|24h,BRD-K31092604|10uM|24h|A549,BRD-K31092604|compound|10uM|24h|A549,BRD-K31092604|10uM,BRD-K31092604|10uM,BRD-K31092604|10uM,SQ00015109,SQ00015109,NA,I13,profile,NA,NA,NA,NA
BRD-K31135544,10uM,24h,A549,compound,NA,NA,BRD-K31135544,BRD-K31135544|10uM|24h,BRD-K31135544|10uM|24h|A549,BRD-K31135544|compound|10uM|24h|A549,BRD-K31135544|10uM,BRD-K31135544|10uM,BRD-K31135544|10uM,SQ00015124,SQ00015124,NA,B07,profile,NA,NA,NA,NA
BRD-K31519811,10uM,24h,A549,compound,NA,NA,BRD-K31519811,BRD-K31519811|10uM|24h,BRD-K31519811|10uM|24h|A549,BRD-K31519811|compound|10uM|24h|A549,BRD-K31519811|10uM,BRD-K31519811|10uM,BRD-K31519811|10uM,SQ00015109,SQ00015109,NA,K19,profile,NA,NA,NA,NA
BRD-K32744045,10uM,24h,A549,compound,NA,Aldehyde dehydrogenase inhibitor|DNA methyltransferase inhibitor|TRPV agonist,BRD-K32744045,BRD-K32744045|10uM|24h,BRD-K32744045|10uM|24h|A549,BRD-K32744045|compound|10uM|24h|A549,BRD-K32744045|10uM,BRD-K32744045|10uM,BRD-K32744045|10uM,SQ00015124,SQ00015124,NA,E19,profile,NA,NA,NA,NA
BRD-K32977963,10uM,24h,A549,compound,NA,Androgen receptor antagonist,BRD-K32977963,BRD-K32977963|10uM|24h,BRD-K32977963|10uM|24h|A549,BRD-K32977963|compound|10uM|24h|A549,BRD-K32977963|10uM,BRD-K32977963|10uM,BRD-K32977963|10uM,SQ00015109,SQ00015109,NA,M01,profile,NA,NA,NA,NA
BRD-K33852358,10uM,24h,A549,compound,NA,Phosphodiesterase inhibitor,BRD-K33852358,BRD-K33852358|10uM|24h,BRD-K33852358|10uM|24h|A549,BRD-K33852358|compound|10uM|24h|A549,BRD-K33852358|10uM,BRD-K33852358|10uM,BRD-K33852358|10uM,SQ00015124,SQ00015124,NA,I07,profile,NA,NA,NA,NA
BRD-K33882852,10uM,24h,A549,compound,NA,Benzodiazepine receptor agonist,BRD-K33882852,BRD-K33882852|10uM|24h,BRD-K33882852|10uM|24h|A549,BRD-K33882852|compound|10uM|24h|A549,BRD-K33882852|10uM,BRD-K33882852|10uM,BRD-K33882852|10uM,SQ00015124,SQ00015124,NA,J07,profile,NA,NA,NA,NA
BRD-K35169477,10uM,24h,A549,compound,NA,Cannabinoid receptor inverse agonist,BRD-K35169477,BRD-K35169477|10uM|24h,BRD-K35169477|10uM|24h|A549,BRD-K35169477|compound|10uM|24h|A549,BRD-K35169477|10uM,BRD-K35169477|10uM,BRD-K35169477|10uM,SQ00015109,SQ00015109,NA,P19,profile,NA,NA,NA,NA
BRD-K35589454,10uM,24h,A549,compound,NA,Gap junction modulator,BRD-K35589454,BRD-K35589454|10uM|24h,BRD-K35589454|10uM|24h|A549,BRD-K35589454|compound|10uM|24h|A549,BRD-K35589454|10uM,BRD-K35589454|10uM,BRD-K35589454|10uM,SQ00015124,SQ00015124,NA,N07,profile,NA,NA,NA,NA
BRD-K36280065,10uM,24h,A549,compound,NA,JAK inhibitor,BRD-K36280065,BRD-K36280065|10uM|24h,BRD-K36280065|10uM|24h|A549,BRD-K36280065|compound|10uM|24h|A549,BRD-K36280065|10uM,BRD-K36280065|10uM,BRD-K36280065|10uM,SQ00015124,SQ00015124,NA,P01,profile,NA,NA,NA,NA
BRD-K37590257,10uM,24h,A549,compound,NA,Phosphodiesterase inhibitor,BRD-K37590257,BRD-K37590257|10uM|24h,BRD-K37590257|10uM|24h|A549,BRD-K37590257|compound|10uM|24h|A549,BRD-K37590257|10uM,BRD-K37590257|10uM,BRD-K37590257|10uM,SQ00015197,SQ00015197,NA,B19,profile,NA,NA,NA,NA
BRD-K37687095,10uM,24h,A549,compound,NA,MEK inhibitor,BRD-K37687095,BRD-K37687095|10uM|24h,BRD-K37687095|10uM|24h|A549,BRD-K37687095|compound|10uM|24h|A549,BRD-K37687095|10uM,BRD-K37687095|10uM,BRD-K37687095|10uM,SQ00015198,SQ00015198,NA,M01,profile,NA,NA,NA,NA
BRD-K37714784,10uM,24h,A549,compound,NA,NA,BRD-K37714784,BRD-K37714784|10uM|24h,BRD-K37714784|10uM|24h|A549,BRD-K37714784|compound|10uM|24h|A549,BRD-K37714784|10uM,BRD-K37714784|10uM,BRD-K37714784|10uM,SQ00015198,SQ00015198,NA,L07,profile,NA,NA,NA,NA
BRD-K37764012,10uM,24h,A549,compound,NA,NA,BRD-K37764012,BRD-K37764012|10uM|24h,BRD-K37764012|10uM|24h|A549,BRD-K37764012|compound|10uM|24h|A549,BRD-K37764012|10uM,BRD-K37764012|10uM,BRD-K37764012|10uM,SQ00015198,SQ00015198,NA,K13,profile,NA,NA,NA,NA
BRD-K38473998,10uM,24h,A549,compound,NA,Phosphodiesterase inhibitor,BRD-K38473998,BRD-K38473998|10uM|24h,BRD-K38473998|10uM|24h|A549,BRD-K38473998|compound|10uM|24h|A549,BRD-K38473998|10uM,BRD-K38473998|10uM,BRD-K38473998|10uM,SQ00015197,SQ00015197,NA,F01,profile,NA,NA,NA,NA
BRD-K39339537,10uM,24h,A549,compound,NA,Cyclooxygenase inhibitor,BRD-K39339537,BRD-K39339537|10uM|24h,BRD-K39339537|10uM|24h|A549,BRD-K39339537|compound|10uM|24h|A549,BRD-K39339537|10uM,BRD-K39339537|10uM,BRD-K39339537|10uM,SQ00015197,SQ00015197,NA,E19,profile,NA,NA,NA,NA
BRD-K41260949,10uM,24h,A549,compound,NA,HDAC inhibitor,BRD-K41260949,BRD-K41260949|10uM|24h,BRD-K41260949|10uM|24h|A549,BRD-K41260949|compound|10uM|24h|A549,BRD-K41260949|10uM,BRD-K41260949|10uM,BRD-K41260949|10uM,SQ00015197,SQ00015197,NA,I07,profile,NA,NA,NA,NA
BRD-K41410256,10uM,24h,A549,compound,NA,Cyclooxygenase inhibitor,BRD-K41410256,BRD-K41410256|10uM|24h,BRD-K41410256|10uM|24h|A549,BRD-K41410256|compound|10uM|24h|A549,BRD-K41410256|10uM,BRD-K41410256|10uM,BRD-K41410256|10uM,SQ00015197,SQ00015197,NA,J07,profile,NA,NA,NA,NA
BRD-K41996876,10uM,24h,A549,compound,NA,EGFR inhibitor,BRD-K41996876,BRD-K41996876|10uM|24h,BRD-K41996876|10uM|24h|A549,BRD-K41996876|compound|10uM|24h|A549,BRD-K41996876|10uM,BRD-K41996876|10uM,BRD-K41996876|10uM,SQ00015052,SQ00015052,NA,N13,profile,NA,NA,NA,NA
BRD-K42352790,10uM,24h,A549,compound,NA,Cannabinoid receptor agonist,BRD-K42352790,BRD-K42352790|10uM|24h,BRD-K42352790|10uM|24h|A549,BRD-K42352790|compound|10uM|24h|A549,BRD-K42352790|10uM,BRD-K42352790|10uM,BRD-K42352790|10uM,SQ00015197,SQ00015197,NA,K13,profile,NA,NA,NA,NA
BRD-K43002771,10uM,24h,A549,compound,NA,NA,BRD-K43002771,BRD-K43002771|10uM|24h,BRD-K43002771|10uM|24h|A549,BRD-K43002771|compound|10uM|24h|A549,BRD-K43002771|10uM,BRD-K43002771|10uM,BRD-K43002771|10uM,SQ00015197,SQ00015197,NA,M07,profile,NA,NA,NA,NA
BRD-K43410529,10uM,24h,A549,compound,NA,RAF inhibitor,BRD-K43410529,BRD-K43410529|10uM|24h,BRD-K43410529|10uM|24h|A549,BRD-K43410529|compound|10uM|24h|A549,BRD-K43410529|10uM,BRD-K43410529|10uM,BRD-K43410529|10uM,SQ00015197,SQ00015197,NA,N13,profile,NA,NA,NA,NA
BRD-K43578482,10uM,24h,A549,compound,NA,Focal adhesion kinase inhibitor,BRD-K43578482,BRD-K43578482|10uM|24h,BRD-K43578482|10uM|24h|A549,BRD-K43578482|compound|10uM|24h|A549,BRD-K43578482|10uM,BRD-K43578482|10uM,BRD-K43578482|10uM,SQ00015197,SQ00015197,NA,N19,profile,NA,NA,NA,NA
BRD-K45168550,10uM,24h,A549,compound,NA,NA,BRD-K45168550,BRD-K45168550|10uM|24h,BRD-K45168550|10uM|24h|A549,BRD-K45168550|compound|10uM|24h|A549,BRD-K45168550|10uM,BRD-K45168550|10uM,BRD-K45168550|10uM,SQ00015150,SQ00015150,NA,D01,profile,NA,NA,NA,NA
